,0
Start,2023-07-21 10:45:00
End,2023-07-29 19:15:00
Duration,8 days 08:30:00
Exposure Time [%],94.25
Equity Final [$],9602.129999999997
Equity Peak [$],10340.905999999999
Return [%],-3.978700000000026
Buy & Hold Return [%],-10.430839002267573
Return (Ann.) [%],-79.17555134265716
Volatility (Ann.) [%],20.90762358774445
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-7.985760628710903
Avg. Drawdown [%],-2.0664802657463994
Max. Drawdown Duration,2 days 20:45:00
Avg. Drawdown Duration,0 days 15:38:00
# Trades,36
ticker,RANK-8-KRW-BLUR
explain,# Explain RANK-8-KRW-BLUR 
