,0
Start,2023-07-21 10:30:00
End,2023-07-29 19:00:00
Duration,8 days 08:30:00
Exposure Time [%],96.25
Equity Final [$],8180.4847999999965
Equity Peak [$],10188.796199999999
Return [%],-18.195152000000032
Buy & Hold Return [%],7.908163265306108
Return (Ann.) [%],-99.96923241760372
Volatility (Ann.) [%],0.023115862174618057
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-22.601095897864777
Avg. Drawdown [%],-2.3900300730960664
Max. Drawdown Duration,7 days 10:30:00
Avg. Drawdown Duration,0 days 17:17:00
# Trades,43
ticker,RANK-4-KRW-DKA
explain,# Explain RANK-4-KRW-DKA 
