,0
Start,2023-05-23 21:00:00
End,2023-07-29 09:00:00
Duration,66 days 12:00:00
Exposure Time [%],93.5
Equity Final [$],9481.893859999996
Equity Peak [$],11172.33838
Return [%],-5.1810614000000355
Buy & Hold Return [%],15.217391304347828
Return (Ann.) [%],-24.84099962617026
Volatility (Ann.) [%],47.60238934262897
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-21.88659559736681
Avg. Drawdown [%],-13.544301527251706
Max. Drawdown Duration,24 days 00:00:00
Avg. Drawdown Duration,12 days 08:00:00
# Trades,21
ticker,RANK-3-KRW-MBL
explain,# Explain RANK-3-KRW-MBL 
