,0
Start,2022-09-15 00:00:00
End,2023-09-15 00:00:00
Duration,365 days 00:00:00
Exposure Time [%],69.6
Equity Final [$],8129616.3999999985
Equity Peak [$],10000000.0
Return [%],-18.703836000000017
Buy & Hold Return [%],13.174946004319654
Return (Ann.) [%],-18.838397367927385
Volatility (Ann.) [%],24.38620576416188
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-34.04783000000001
Avg. Drawdown [%],-34.04783000000001
Max. Drawdown Duration,255 days 00:00:00
Avg. Drawdown Duration,255 days 00:00:00
# Trades,4
Win Rate [%],50.0
Best Trade [%],16.6182048320211
Worst Trade [%],-19.499278681655518
Avg. Trade [%],-5.099819472985079
Max. Trade Duration,102 days 00:00:00
Avg. Trade Duration,64 days 00:00:00
Profit Factor,0.5678872263230712
Expectancy [%],-3.9454199235403413
SQN,-0.6643721512346787
_strategy,SmaCross
_equity_curve,"                Equity  DrawdownPct DrawdownDuration
2022-09-15  10000000.0     0.000000              NaT
2022-09-16  10000000.0     0.000000              NaT
2022-09-19  10000000.0     0.000000              NaT
2022-09-20  10000000.0     0.000000              NaT
2022-09-21  10000000.0     0.000000              NaT
...                ...          ...              ...
2023-09-11   8002116.4     0.199788              NaT
2023-09-12   8053116.4     0.194688              NaT
2023-09-13   7997016.4     0.200298              NaT
2023-09-14   8129616.4     0.187038              NaT
2023-09-15   8129616.4     0.187038         255 days

[250 rows x 3 columns]"
_trades,"   Size  EntryBar  ExitBar  EntryPrice  ExitPrice        PnL  ReturnPct  EntryTime   ExitTime Duration
0   -66        76       95    149799.8   175300.0 -1683013.2  -0.170229 2023-01-04 2023-02-02  29 days
1    47        95      119    175650.6   141400.0 -1609778.2  -0.194993 2023-02-02 2023-03-09  35 days
2   -47       119      187    141117.2   135300.0   273408.4   0.041222 2023-03-09 2023-06-19 102 days
3    51       187      249    135570.6   158100.0  1148999.4   0.166182 2023-06-19 2023-09-15  88 days"
