,0
Start,2023-05-23 21:00:00
End,2023-07-29 09:00:00
Duration,66 days 12:00:00
Exposure Time [%],94.5
Equity Final [$],11241.784000000003
Equity Peak [$],11596.324
Return [%],12.417840000000032
Buy & Hold Return [%],-10.0
Return (Ann.) [%],87.4414381005115
Volatility (Ann.) [%],94.50766357252171
Sharpe Ratio,0.9252311907320845
Sortino Ratio,3.0074960025645043
Calmar Ratio,6.723107531606426
Max. Drawdown [%],-13.006104348240012
Avg. Drawdown [%],-5.57671068783262
Max. Drawdown Duration,33 days 20:00:00
Avg. Drawdown Duration,7 days 17:00:00
# Trades,17
ticker,RANK-4-KRW-XTZ
explain,# Explain RANK-4-KRW-XTZ 
