,0
Start,2022-06-24 09:00:00
End,2023-07-28 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],93.75
Equity Final [$],11425.070000000003
Equity Peak [$],14882.67
Return [%],14.250700000000032
Buy & Hold Return [%],-17.224287484510533
Return (Ann.) [%],12.926591146461842
Volatility (Ann.) [%],78.10666380735745
Sharpe Ratio,0.16549920987976174
Sortino Ratio,0.29478909169297923
Calmar Ratio,0.29900458792014545
Max. Drawdown [%],-43.23208294688147
Avg. Drawdown [%],-17.55498586372584
Max. Drawdown Duration,206 days 00:00:00
Avg. Drawdown Duration,74 days 00:00:00
# Trades,26
ticker,RANK-5-KRW-QTUM
explain,# Explain RANK-5-KRW-QTUM 
