,0
Start,2022-08-13 09:00:00
End,2023-09-16 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],92.0
Equity Final [$],8937486.959999997
Equity Peak [$],10826153.939999998
Return [%],-10.625130400000028
Buy & Hold Return [%],-67.13808176909232
Return (Ann.) [%],-9.742339604290162
Volatility (Ann.) [%],65.4227912997713
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-43.826815379645346
Avg. Drawdown [%],-31.10342034744037
Max. Drawdown Duration,225 days 00:00:00
Avg. Drawdown Duration,122 days 00:00:00
# Trades,16
ticker,RANK_8_[LH3.48_HL-68.35]_KRW-AVAX
explain,# Explain RANK_8_[LH3.48_HL-68.35]_KRW-AVAX 
