,0
Start,2022-09-15 00:00:00
End,2023-09-15 00:00:00
Duration,365 days 00:00:00
Exposure Time [%],83.2
Equity Final [$],6361656.099999998
Equity Peak [$],10419003.2
Return [%],-36.383439000000024
Buy & Hold Return [%],50.65693430656935
Return (Ann.) [%],-36.61321135850956
Volatility (Ann.) [%],31.509380844968575
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-40.474151116490695
Avg. Drawdown [%],-40.474151116490695
Max. Drawdown Duration,303 days 00:00:00
Avg. Drawdown Duration,303 days 00:00:00
# Trades,8
Win Rate [%],25.0
Best Trade [%],5.283937619266954
Worst Trade [%],-13.270018297464503
Avg. Trade [%],-5.3969677215574
Max. Trade Duration,57 days 00:00:00
Avg. Trade Duration,38 days 00:00:00
Profit Factor,0.12417052404862325
Expectancy [%],-5.210968677602551
SQN,-2.475854816089442
_strategy,SmaCross
_equity_curve,"                Equity  DrawdownPct DrawdownDuration
2022-09-15  10000000.0     0.000000              NaT
2022-09-16  10000000.0     0.000000              NaT
2022-09-19  10000000.0     0.000000              NaT
2022-09-20  10000000.0     0.000000              NaT
2022-09-21  10000000.0     0.000000              NaT
...                ...          ...              ...
2023-09-11   7248548.1     0.304295              NaT
2023-09-12   7226648.1     0.306397              NaT
2023-09-13   7087948.1     0.319710              NaT
2023-09-14   6438248.1     0.382067              NaT
2023-09-15   6361656.1     0.389418         303 days

[250 rows x 3 columns]"
_trades,"   Size  EntryBar  ExitBar  EntryPrice  ExitPrice        PnL  ReturnPct  EntryTime   ExitTime Duration
0   266        42       72     37474.8    34150.0  -884396.8  -0.088721 2022-11-16 2022-12-28  42 days
1  -267        72       87     34081.7    36250.0  -578936.1  -0.063621 2022-12-28 2023-01-19  22 days
2   235        87      116     36322.5    36550.0    53462.5   0.006263 2023-01-19 2023-03-06  46 days
3  -235       116      132     36476.9    40250.0  -886678.5  -0.103438 2023-03-06 2023-03-28  22 days
4   191       132      166     40330.5    40250.0   -15375.5  -0.001996 2023-03-28 2023-05-17  50 days
5  -191       166      176     40169.5    45500.0 -1018125.5  -0.132700 2023-05-17 2023-06-01  15 days
6   146       176      215     45591.0    48000.0   351714.0   0.052839 2023-06-01 2023-07-28  57 days
7  -146       215      249     47904.0    52000.0  -598016.0  -0.085504 2023-07-28 2023-09-15  49 days"
