,0
Start,2022-06-24 09:00:00
End,2023-07-28 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],94.0
Equity Final [$],5466.8160000000025
Equity Peak [$],12109.659199999998
Return [%],-45.33183999999997
Buy & Hold Return [%],-21.164772727272734
Return (Ann.) [%],-42.36547850166734
Volatility (Ann.) [%],46.46727858508045
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-67.50220022707161
Avg. Drawdown [%],-15.99027971944528
Max. Drawdown Duration,347 days 00:00:00
Avg. Drawdown Duration,63 days 00:00:00
# Trades,19
ticker,RANK-5-KRW-TFUEL
explain,# Explain RANK-5-KRW-TFUEL 
