,0
Start,2022-06-24 09:00:00
End,2023-07-28 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],84.75
Equity Final [$],5405.748
Equity Peak [$],10848.284
Return [%],-45.94252
Buy & Hold Return [%],-20.26578073089701
Return (Ann.) [%],-42.9532491087877
Volatility (Ann.) [%],39.95098687668228
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-58.334387263460286
Avg. Drawdown [%],-21.934141551572832
Max. Drawdown Duration,325 days 00:00:00
Avg. Drawdown Duration,113 days 00:00:00
# Trades,19
ticker,RANK-5-KRW-STEEM
explain,# Explain RANK-5-KRW-STEEM 
