,0
Start,2022-08-13 09:00:00
End,2023-09-16 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],92.25
Equity Final [$],4216869.429999997
Equity Peak [$],12152083.049999997
Return [%],-57.83130570000004
Buy & Hold Return [%],-73.86503067484662
Return (Ann.) [%],-54.521774014838584
Volatility (Ann.) [%],49.667188584920524
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-68.00163302043927
Avg. Drawdown [%],-27.030740577565027
Max. Drawdown Duration,135 days 00:00:00
Avg. Drawdown Duration,61 days 00:00:00
# Trades,23
ticker,RANK_7_[LH34.81_HL-74.91]_KRW-WAVES
explain,# Explain RANK_7_[LH34.81_HL-74.91]_KRW-WAVES 
