,0
Start,2022-08-13 09:00:00
End,2023-09-16 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],92.5
Equity Final [$],13900573.663999995
Equity Peak [$],21024642.998
Return [%],39.00573663999995
Buy & Hold Return [%],-66.9918699186992
Return (Ann.) [%],35.057081375350705
Volatility (Ann.) [%],109.2063732699565
Sharpe Ratio,0.3210168081371051
Sortino Ratio,0.7496008137407743
Calmar Ratio,0.7605945903269802
Max. Drawdown [%],-46.09167856463407
Avg. Drawdown [%],-11.942299930488922
Max. Drawdown Duration,221 days 00:00:00
Avg. Drawdown Duration,30 days 00:00:00
# Trades,19
ticker,RANK_6_[LH25.31_HL-67.88]_KRW-PLA
explain,# Explain RANK_6_[LH25.31_HL-67.88]_KRW-PLA 
