,0
Start,2022-06-24 09:00:00
End,2023-07-28 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],92.75
Equity Final [$],9512.01
Equity Peak [$],10813.82
Return [%],-4.879899999999998
Buy & Hold Return [%],-32.18390804597701
Return (Ann.) [%],-4.462588102915433
Volatility (Ann.) [%],41.75808691197857
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-35.0564370407497
Avg. Drawdown [%],-10.448996994948212
Max. Drawdown Duration,349 days 00:00:00
Avg. Drawdown Duration,92 days 00:00:00
# Trades,18
ticker,RANK-5-KRW-SBD
explain,# Explain RANK-5-KRW-SBD 
