,0
Start,2022-08-13 09:00:00
End,2023-09-16 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],91.25
Equity Final [$],8914721.696600003
Equity Peak [$],13984375.165000001
Return [%],-10.85278303399997
Buy & Hold Return [%],-13.285272914521103
Return (Ann.) [%],-9.952147893505192
Volatility (Ann.) [%],84.3365660421731
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-58.60309346184507
Avg. Drawdown [%],-30.775266026110437
Max. Drawdown Duration,319 days 00:00:00
Avg. Drawdown Duration,121 days 00:00:00
# Trades,22
ticker,RANK_9_[LH9.35_HL-62.07]_KRW-DOGE
explain,# Explain RANK_9_[LH9.35_HL-62.07]_KRW-DOGE 
