,0
Start,2022-08-13 09:00:00
End,2023-09-16 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],94.5
Equity Final [$],4090319.511999997
Equity Peak [$],10255303.72
Return [%],-59.09680488000003
Buy & Hold Return [%],-64.27312775330395
Return (Ann.) [%],-55.76882506269044
Volatility (Ann.) [%],46.07054615602604
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-74.67441471348255
Avg. Drawdown [%],-74.67441471348255
Max. Drawdown Duration,376 days 00:00:00
Avg. Drawdown Duration,376 days 00:00:00
# Trades,24
ticker,RANK_5_[LH43.54_HL-71.99]_KRW-KNC
explain,# Explain RANK_5_[LH43.54_HL-71.99]_KRW-KNC 
