,0
Start,2022-08-13 09:00:00
End,2023-09-16 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],91.75
Equity Final [$],15437056.10392
Equity Peak [$],21660155.697919995
Return [%],54.37056103919999
Buy & Hold Return [%],-53.925233644859816
Return (Ann.) [%],48.615836507941566
Volatility (Ann.) [%],97.65566505256712
Sharpe Ratio,0.49782914776907333
Sortino Ratio,1.2683529523399097
Calmar Ratio,1.171868602423306
Max. Drawdown [%],-41.48574030177865
Avg. Drawdown [%],-7.29590654225807
Max. Drawdown Duration,208 days 00:00:00
Avg. Drawdown Duration,19 days 00:00:00
# Trades,23
ticker,RANK_6_[LH21.28_HL-55.18]_KRW-IOST
explain,# Explain RANK_6_[LH21.28_HL-55.18]_KRW-IOST 
