,0
Start,2022-09-15 00:00:00
End,2023-09-15 00:00:00
Duration,365 days 00:00:00
Exposure Time [%],80.4
Equity Final [$],5771646.74
Equity Peak [$],10232056.0
Return [%],-42.283532599999994
Buy & Hold Return [%],-8.662420382165605
Return (Ann.) [%],-42.53675601132042
Volatility (Ann.) [%],28.141905413035367
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-53.129821220681364
Avg. Drawdown [%],-27.924630610340678
Max. Drawdown Duration,288 days 00:00:00
Avg. Drawdown Duration,147 days 00:00:00
# Trades,9
Win Rate [%],22.22222222222222
Best Trade [%],6.892442221783535
Worst Trade [%],-14.626973119439167
Avg. Trade [%],-5.92888231337656
Max. Trade Duration,47 days 00:00:00
Avg. Trade Duration,33 days 00:00:00
Profit Factor,0.15548605800401388
Expectancy [%],-5.681116635565816
SQN,-2.545323663436166
_strategy,SmaCross
_equity_curve,"                 Equity  DrawdownPct DrawdownDuration
2022-09-15  10000000.00     0.000000              NaT
2022-09-16  10000000.00     0.000000              NaT
2022-09-19  10000000.00     0.000000              NaT
2022-09-20  10000000.00     0.000000              NaT
2022-09-21  10000000.00     0.000000              NaT
...                 ...          ...              ...
2023-09-11   5767706.74     0.436310              NaT
2023-09-12   5744066.74     0.438620              NaT
2023-09-13   5645566.74     0.448247              NaT
2023-09-14   5771646.74     0.435925              NaT
2023-09-15   5771646.74     0.435925         288 days

[250 rows x 3 columns]"
_trades,"   Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0   720        49       73    13877.70    12750.0  -811944.00  -0.081260 2022-11-25 2022-12-29  34 days
1  -722        73       94    12724.50    14340.0 -1166391.00  -0.126960 2022-12-29 2023-02-01  34 days
2   558        94      126    14368.68    14030.0  -188983.44  -0.023571 2023-02-01 2023-03-20  47 days
3  -559       126      137    14001.94    16050.0 -1144865.54  -0.146270 2023-03-20 2023-04-04  15 days
4   415       137      159    16082.10    13990.0  -868221.50  -0.130089 2023-04-04 2023-05-08  34 days
5  -416       159      186    13962.02    13610.0   146440.32   0.025213 2023-05-08 2023-06-16  39 days
6   437       186      192    13637.22    13010.0  -274095.14  -0.045993 2023-06-16 2023-06-26  10 days
7  -438       192      224    12983.98    13650.0  -291716.76  -0.051296 2023-06-26 2023-08-10  45 days
8   394       224      249    13677.30    14620.0   371423.80   0.068924 2023-08-10 2023-09-15  36 days"
