,0
Start,2022-08-13 09:00:00
End,2023-09-16 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],92.0
Equity Final [$],5106430.040000003
Equity Peak [$],10000000.0
Return [%],-48.93569959999997
Buy & Hold Return [%],-44.37869822485207
Return (Ann.) [%],-45.84268622987355
Volatility (Ann.) [%],39.91964129421597
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-60.58586771999999
Avg. Drawdown [%],-60.58586771999999
Max. Drawdown Duration,368 days 00:00:00
Avg. Drawdown Duration,368 days 00:00:00
# Trades,18
ticker,RANK_7_[LH24.67_HL-52.09]_KRW-PUNDIX
explain,# Explain RANK_7_[LH24.67_HL-52.09]_KRW-PUNDIX 
