,0
Start,2023-07-21 11:00:00
End,2023-07-29 19:00:00
Duration,8 days 08:00:00
Exposure Time [%],93.75
Equity Final [$],10637.69506
Equity Peak [$],12707.831239999998
Return [%],6.376950600000001
Buy & Hold Return [%],14.346895074946467
Return (Ann.) [%],1230.890364631126
Volatility (Ann.) [%],1901.3057989751626
Sharpe Ratio,0.6473921056226714
Sortino Ratio,29.68529603295747
Calmar Ratio,54.17626142060526
Max. Drawdown [%],-22.7201053072845
Avg. Drawdown [%],-3.6708976826446222
Max. Drawdown Duration,6 days 05:15:00
Avg. Drawdown Duration,0 days 20:40:00
# Trades,45
ticker,RANK-3-KRW-TT
explain,# Explain RANK-3-KRW-TT 
