,0
Start,2023-07-21 11:00:00
End,2023-07-29 19:00:00
Duration,8 days 08:00:00
Exposure Time [%],94.875
Equity Final [$],9100.68000000001
Equity Peak [$],10181.36
Return [%],-8.993199999999907
Buy & Hold Return [%],-3.418803418803419
Return (Ann.) [%],-98.29205641027552
Volatility (Ann.) [%],0.9027930811837797
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-11.787816166013132
Avg. Drawdown [%],-1.6386409613582595
Max. Drawdown Duration,7 days 14:45:00
Avg. Drawdown Duration,0 days 20:57:00
# Trades,30
ticker,RANK-8-KRW-KAVA
explain,# Explain RANK-8-KRW-KAVA 
