,0
Start,2022-08-13 09:00:00
End,2023-09-16 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],92.75
Equity Final [$],5720021.049200002
Equity Peak [$],10361441.962000001
Return [%],-42.79978950799998
Buy & Hold Return [%],-47.98816568047337
Return (Ann.) [%],-39.93446708247866
Volatility (Ann.) [%],37.524250131038514
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-55.15594654063843
Avg. Drawdown [%],-55.15594654063843
Max. Drawdown Duration,370 days 00:00:00
Avg. Drawdown Duration,370 days 00:00:00
# Trades,17
ticker,RANK_6_[LH16.58_HL-49.48]_KRW-ARDR
explain,# Explain RANK_6_[LH16.58_HL-49.48]_KRW-ARDR 
