,0
Start,2022-06-25 09:00:00
End,2023-07-29 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],84.5
Equity Final [$],4037.0559999999996
Equity Peak [$],11215.867999999999
Return [%],-59.62944
Buy & Hold Return [%],-16.73076923076923
Return (Ann.) [%],-56.29469995836771
Volatility (Ann.) [%],37.07982792468584
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-70.3167512313804
Avg. Drawdown [%],-38.89386370712949
Max. Drawdown Duration,324 days 00:00:00
Avg. Drawdown Duration,167 days 00:00:00
# Trades,23
ticker,RANK-4-KRW-HIFI
explain,# Explain RANK-4-KRW-HIFI 
