,0
Start,2022-09-15 00:00:00
End,2023-09-15 00:00:00
Duration,365 days 00:00:00
Exposure Time [%],83.2
Equity Final [$],3600234.3000000017
Equity Peak [$],10006572.0
Return [%],-63.99765699999998
Buy & Hold Return [%],23.123123123123122
Return (Ann.) [%],-64.29069388374182
Volatility (Ann.) [%],17.00319250619529
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-64.02130220019401
Avg. Drawdown [%],-32.11029110009701
Max. Drawdown Duration,302 days 00:00:00
Avg. Drawdown Duration,152 days 00:00:00
# Trades,10
Win Rate [%],10.0
Best Trade [%],0.7471207189793327
Worst Trade [%],-21.114871251937828
Avg. Trade [%],-9.71905151645629
Max. Trade Duration,53 days 00:00:00
Avg. Trade Duration,31 days 00:00:00
Profit Factor,0.0078026914550045215
Expectancy [%],-9.50045469315647
SQN,-3.6861746904436536
_strategy,SmaCross
_equity_curve,"                Equity  DrawdownPct DrawdownDuration
2022-09-15  10000000.0     0.000000              NaT
2022-09-16  10000000.0     0.000000              NaT
2022-09-19  10000000.0     0.000000              NaT
2022-09-20  10000000.0     0.000000              NaT
2022-09-21  10000000.0     0.000000              NaT
...                ...          ...              ...
2023-09-11   3940074.3     0.606251              NaT
2023-09-12   3790314.3     0.621218              NaT
2023-09-13   3753834.3     0.624863              NaT
2023-09-14   3677034.3     0.632538              NaT
2023-09-15   3600234.3     0.640213         302 days

[250 rows x 3 columns]"
_trades,"   Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0   530        42       70    18837.60    16150.0 -1424428.00  -0.142672 2022-11-16 2022-12-26  40 days
1  -532        70       90    16117.70    18480.0 -1256743.60  -0.146566 2022-12-26 2023-01-26  31 days
2   395        90      124    18516.96    16960.0  -614999.20  -0.084083 2023-01-26 2023-03-16  49 days
3  -396       124      129    16926.08    20500.0 -1415272.32  -0.211149 2023-03-16 2023-03-23   7 days
4   257       129      164    20541.00    19330.0  -311227.00  -0.058955 2023-03-23 2023-05-15  53 days
5  -258       164      182    19291.34    22250.0  -763334.28  -0.153367 2023-05-15 2023-06-12  28 days
6   189       182      219    22294.50    21150.0  -216310.50  -0.051336 2023-06-12 2023-08-03  52 days
7  -189       219      223    21107.70    20950.0    29805.30   0.007471 2023-08-03 2023-08-09   6 days
8   191       223      225    20991.90    19800.0  -227652.90  -0.056779 2023-08-09 2023-08-11   2 days
9  -192       225      249    19760.40    20800.0  -199603.20  -0.052610 2023-08-11 2023-09-15  35 days"
