,0
Start,2022-09-15 00:00:00
End,2023-09-15 00:00:00
Duration,365 days 00:00:00
Exposure Time [%],61.75298804780876
Equity Final [$],11003634.5
Equity Peak [$],11841505.4
Return [%],10.036345
Buy & Hold Return [%],-34.04255319148936
Return (Ann.) [%],10.078281016311719
Volatility (Ann.) [%],17.563325944720738
Sharpe Ratio,0.5738253134988418
Sortino Ratio,0.9101619090038514
Calmar Ratio,1.4243485371955582
Max. Drawdown [%],-7.075712687679059
Avg. Drawdown [%],-2.896227641021081
Max. Drawdown Duration,51 days 00:00:00
Avg. Drawdown Duration,15 days 00:00:00
# Trades,8
Win Rate [%],37.5
Best Trade [%],10.043729631787546
Worst Trade [%],-4.582923301872133
Avg. Trade [%],1.205565275118703
Max. Trade Duration,70 days 00:00:00
Avg. Trade Duration,28 days 00:00:00
Profit Factor,1.9818882548023269
Expectancy [%],1.3387253432920008
SQN,0.6087003631221689
_strategy,SmaCross
_equity_curve,"                Equity  DrawdownPct DrawdownDuration
2022-09-15  10000000.0     0.000000              NaT
2022-09-16  10000000.0     0.000000              NaT
2022-09-19  10000000.0     0.000000              NaT
2022-09-20  10000000.0     0.000000              NaT
2022-09-21  10000000.0     0.000000              NaT
...                ...          ...              ...
2023-09-11  11370834.5     0.039748              NaT
2023-09-12  11370834.5     0.039748              NaT
2023-09-13  11256084.5     0.049438              NaT
2023-09-14  11049534.5     0.066881              NaT
2023-09-15  11003634.5     0.070757          51 days

[251 rows x 3 columns]"
_trades,"   Size  EntryBar  ExitBar  EntryPrice  ExitPrice        PnL  ReturnPct  EntryTime   ExitTime Duration
0   312        96      109     32013.9    31300.0  -222736.8  -0.022300 2023-02-03 2023-02-22  19 days
1  -312       109      157     31237.4    28100.0   978868.8   0.100437 2023-02-22 2023-05-03  70 days
2   382       157      162     28156.2    28650.0   188631.6   0.017538 2023-05-03 2023-05-11   8 days
3  -382       162      181     28592.7    28800.0   -79188.6  -0.007250 2023-05-11 2023-06-09  29 days
4   376       181      189     28857.6    28000.0  -322457.6  -0.029718 2023-06-09 2023-06-21  12 days
5  -377       189      229     27944.0    25200.0  1034488.0   0.098196 2023-06-21 2023-08-17  57 days
6   458       229      242     25250.4    25150.0   -45983.2  -0.003976 2023-08-17 2023-09-05  19 days
7  -459       242      250     25099.7    26250.0  -527987.7  -0.045829 2023-09-05 2023-09-15  10 days"
