,0
Start,2023-05-23 21:00:00
End,2023-07-29 09:00:00
Duration,66 days 12:00:00
Exposure Time [%],92.5
Equity Final [$],7149.336000000006
Equity Peak [$],10658.294000000005
Return [%],-28.506639999999944
Buy & Hold Return [%],18.915159944367165
Return (Ann.) [%],-83.48989795693113
Volatility (Ann.) [%],12.08026736593575
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-36.566722591814404
Avg. Drawdown [%],-9.959522392096568
Max. Drawdown Duration,34 days 00:00:00
Avg. Drawdown Duration,8 days 16:00:00
# Trades,22
ticker,RANK-2-KRW-FCT2
explain,# Explain RANK-2-KRW-FCT2 
