,0
Start,2022-06-25 09:00:00
End,2023-07-29 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],92.75
Equity Final [$],5573.175999999998
Equity Peak [$],16700.64
Return [%],-44.26824000000003
Buy & Hold Return [%],-11.50278293135436
Return (Ann.) [%],-41.34314592618985
Volatility (Ann.) [%],58.66937792291094
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-75.5303748838368
Avg. Drawdown [%],-27.55795272034675
Max. Drawdown Duration,362 days 00:00:00
Avg. Drawdown Duration,123 days 00:00:00
# Trades,21
ticker,RANK-5-KRW-HIVE
explain,# Explain RANK-5-KRW-HIVE 
