,0
Start,2022-06-25 09:00:00
End,2023-07-29 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],94.5
Equity Final [$],7452.369999999995
Equity Peak [$],11281.099999999995
Return [%],-25.476300000000045
Buy & Hold Return [%],-2.9769959404600814
Return (Ann.) [%],-23.53395146955991
Volatility (Ann.) [%],56.59177650503783
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-44.102752174827565
Avg. Drawdown [%],-19.90643535171503
Max. Drawdown Duration,180 days 00:00:00
Avg. Drawdown Duration,75 days 00:00:00
# Trades,23
ticker,RANK-4-KRW-GAS
explain,# Explain RANK-4-KRW-GAS 
